Codi;PORIND
0810101008;93
0810101009;126
0810101010;166
0810101011;90
0810101012;175
0810101013;157
0810101014;267
0810101015;186
0810101016;250
0810101017;338
0810101018;314
0810101019;220
0810101020;218
0810101021;82
0810101022;126
0810101023;152
0810101024;67
0810101025;195
0810101026;150
0810101027;105
0810101028;134
0810101029;175
0810101030;97
0810101031;234
0810101032;332
0810101033;94
0810101034;125
0810101035;205
0810101036;169
0810101037;230
0810101038;116
0810101039;128
0810101040;123
0810102001;64
0810102002;96
0810102003;97
0810102004;48
0810102005;90
0810102006;92
0810102007;62
0810102008;142
0810102009;80
0810102010;78
0810102011;131
0810102012;165
0810102013;114
0810102014;80
0810102015;86
0810102016;152
0810102017;79
0810102018;64
0810102019;108
0810102020;74
0810102021;128
0810102022;109
0810102023;138
0810102024;67
0810102025;58
0810102026;94
0810102027;73
0810102028;76
0810102029;63
0810102030;86
0810102031;100
0810102032;117
0810102033;84
0810102034;90
0810102035;139
0810102036;124
0810102037;147
0810102038;97
0810102039;97
0810102040;82
0810102041;59
0810102042;127
0810102043;135
0810102044;59
0810102045;120
0810102046;114
0810102047;142
0810102048;152
0810102049;138
0810103001;273
0810103002;233
0810103003;214
0810103004;142
0810103005;165
0810103006;165
0810103007;186
0810103008;221
0810103009;86
0810103010;119
0810103011;173
0810103012;175
0810103013;270
0810103014;314
0810103015;251
0810103016;227
0810103017;113
0810103018;101
0810103019;94
0810103020;105
0810103021;272
0810103022;148
0810103023;520
0810103024;101
0810103025;171
0810104001;140
0810104002;109
0810104003;142
0810104004;183
0810104005;107
0810104006;183
0810104007;105
0810104008;112
0810104009;91
0810104010;200
0810104011;114
0810104012;252
0810104013;54
0810104014;127
0810104015;100
0810104016;102
0810104017;69
0810104018;169
0810104019;113
0810104020;184
0810104021;136
0810104022;132
0810104023;119
0810104024;87
0810104025;125
0810104026;150
0810104027;84
0810104028;76
0810104029;81
0810104030;127
0810104031;175
0810104032;166
0810104033;146
0810104034;70
0810104035;114
0810104036;127
0810104037;122
0810104038;128
0810104039;127
0810104040;177
0810104041;281
0810104042;84
0810105001;238
0810105002;208
0810105003;137
0810105004;135
0810105005;228
0810105006;346
0810105007;153
0810105008;82
0810105009;114
0810105010;140
0810105011;66
0810105012;117
0810105013;85
0810105014;96
0810105015;85
0810105016;88
0810105017;182
0810105018;132
0810105019;83
0810105020;106
0810105021;194
0810105022;96
0810105023;184
0810105024;150
0810105025;112
0810105026;87
0810105027;135
0810105028;155
0810105029;141
0810105030;147
0810105031;114
0810105032;183
0810105033;92
0810105034;128
0810105035;189
0810105036;93
0810105037;152
0810105038;144
0810106001;236
0810106002;77
0810106003;84
0810106004;131
0810106005;89
0810106006;100
0810106007;127
0810106008;124
0810106009;149
0810106010;183
0810106011;258
0810106012;190
0810106013;222
0810106014;167
0810106015;147
0810106016;403
0810106017;150
0810106018;68
0810106019;213
0810106020;98
0810106021;315
0810106022;140
0810106023;258
0810106024;200
0810106025;242
0810106026;107
0810106027;215
0810106028;142
0810106029;65
0810106030;165
0810106031;196
0810106032;130
0810501001;292
0810501002;430
0810501003;514
0810501004;263
0810501005;372
0810501006;275
0810501007;338
0810601001;194
0810601002;349
0810602001;394
0810602002;345
0810701001;282
0810701002;424
0810701003;334
0810701004;337
0810701005;433
0810701006;304
0810801001;259
0810801002;420
0810801003;278
0811001001;436
0811001002;244
0811001003;289
0811001004;356
0811001005;366
0811002001;289
0811002002;236
0811401001;180
0811401002;109
0811401003;164
0811402003;479
0811403002;265
0811403004;349
0811403005;275
0811403006;302
0811403007;275
0811403008;487
0811404001;436
0811404002;386
0811404003;507
0811501001;358
0811501002;254
0811501003;310
0811801001;89
0811801002;168
0811801003;126
0811801004;119
0811801005;151
0811801006;225
0811801007;240
0811801008;268
0811801009;71
0811801010;87
0811802001;121
0811802002;68
0811802003;82
0811802004;183
0812001001;81
0812001002;90
0812001003;105
0812001004;71
0812101001;84
0812101002;107
0812101003;70
0812101004;76
0812101005;98
0812101006;210
0812101007;138
0812101008;57
0812102001;189
0812102002;127
0812102003;130
0812102004;169
0812102005;260
0812102006;276
0812102007;61
0812102008;137
0812102009;115
0812102010;117
0812102011;142
0812102012;130
0812103001;251
0812103002;304
0812103003;278
0812103004;455
0812103005;361
0812103006;332
0812103007;233
0812103008;248
0812103009;377
0812103010;58
0812103011;184
0812103012;152
0812103013;476
0812103014;267
0812104001;182
0812104002;255
0812104003;231
0812104004;469
0812104005;444
0812104006;311
0812104007;271
0812105001;421
0812105002;387
0812105003;362
0812105004;261
0812105005;172
0812105006;400
0812105007;388
0812105008;296
0812105009;249
0812105010;92
0812105011;335
0812105012;325
0812105013;426
0812105014;200
0812105015;223
0812105016;252
0812105017;181
0812105018;118
0812105019;193
0812105020;259
0812105021;177
0812106001;201
0812106002;65
0812106003;137
0812106004;158
0812106005;353
0812106006;178
0812106007;235
0812106008;318
0812106009;172
0812106010;429
0812106011;329
0812106012;392
0812106013;130
0812201001;308
0812301001;123
0812301002;195
0812301003;184
0812302001;389
0812302002;194
0812302003;417
0812302004;290
0812303001;277
0812303002;259
0812303003;190
0812303004;349
0812304001;158
0812401001;135
0812401002;325
0812401003;347
0812401004;273
0812401005;372
0812401006;334
0812401007;343
0812402001;333
0812402002;249
0812402003;426
0812402004;330
0812402005;250
0812402006;311
0812402007;384
0812402008;274
0812403001;415
0812403002;346
0812403003;160
0812403004;300
0812403005;427
0812403006;302
0812403007;436
0812403008;235
0812403009;176
0812403010;185
0812403011;652
0812403012;293
0812403013;535
0812501001;154
0812501002;122
0812501004;239
0812501005;201
0812502001;356
0812502002;315
0812502003;276
0812503001;233
0812503002;294
0812503003;626
0812504001;371
0812505001;336
0812505002;253
0812505003;211
0812506001;656
0812601001;185
0812601002;335
0812601003;443
0812601004;205
0813401001;142
0813501001;560
0813501002;302
0813501003;385
0813501004;306
0813501005;267
0813601001;377
0813601002;382
0813601003;436
0813601004;443
0813601005;433
0813602001;228
0813602002;250
0813602003;240
0813701001;24
0814501001;196
0814501002;209
0814601001;218
0814701001;554
0814701002;351
0814701003;153
0814701004;275
0814701005;507
0814701006;454
0814701007;296
0814701008;318
0814701009;286
0814801001;244
0815301001;43
0815401001;105
0815501001;265
0815501002;450
0815501003;280
0815601001;394
0815601002;480
0815601003;216
0815601004;596
0815601005;105
0815601006;259
0815701001;388
0815701002;541
0815701003;194
0815701004;113
0815701005;212
0815801001;264
0815801002;238
0815901001;262
0815901002;560
0815901003;306
0815902001;225
0815902002;158
0815902003;402
0815902004;570
0815902005;410
0816301001;248
0816301002;197
0816301003;191
0816301004;366
0816301005;385
0816301006;143
0816301007;250
0816301008;241
0816301009;236
0816301010;167
0816301011;164
0816301012;202
0816301013;321
0816401001;135
0816701001;772
0816701002;392
0816801001;46
0816901001;197
0816901002;155
0816901003;109
0816901004;215
0816901005;239
0816902001;181
0816902002;252
0816902003;166
0816902004;268
0816902005;265
0816902006;383
0816902007;270
0816903001;148
0816903002;490
0816903003;288
0816903004;218
0816903005;304
0816903006;267
0816903007;352
0816903008;402
0816903009;427
0816903010;304
0816904001;180
0816904002;269
0816904003;244
0816904004;183
0816904005;211
0816904006;122
0816905001;196
0816905002;239
0816905003;194
0816905004;311
0816905005;292
0816905006;367
0816905007;360
0816905008;400
0817201001;198
0817201002;234
0817201003;253
0817202001;163
0817202002;334
0817202003;243
0817202004;306
0817203001;185
0817203002;171
0817203003;192
0817203004;174
0817203005;275
0817203006;142
0817203007;144
0817203008;96
0817203009;90
0817401001;58
0817901001;75
0818001001;904
0818001002;374
0818001003;249
0818001004;179
0818001005;426
0818001006;388
0818001007;436
0818001008;385
0818001009;464
0818002001;366
0818002002;322
0818002003;446
0818002004;359
0818002005;221
0818002006;337
0818002007;295
0818101001;383
0818101002;528
0818101003;420
0818401001;515
0818401002;491
0818401003;247
0818402001;591
0818402003;719
0818403001;608
0818403002;135
0818403003;237
0818403004;333
0818403005;404
0818403006;354
0818403007;276
0818403008;257
0818404001;183
0818404002;133
0818404003;252
0818404004;459
0818404005;186
0818404006;213
0818404007;246
0818404008;196
0818404009;366
0818404010;638
0818404011;412
0818404012;326
0818404013;540
0818404014;496
0818404015;332
0818404016;634
0818404018;221
0818404019;310
0818404020;278
0818404021;371
0818404022;171
0818701001;21
0818701002;68
0818701003;56
0818701004;132
0818701005;55
0818701006;97
0818701007;105
0818701008;79
0818701009;79
0818701010;48
0818701011;65
0818701012;90
0818701013;74
0818701014;101
0818701015;83
0818701016;125
0818701017;190
0818701018;201
0818701019;145
0818701020;157
0818701021;110
0818701022;218
0818701023;261
0818701024;233
0818701025;240
0818701026;90
0818701027;134
0818701028;148
0818701029;129
0818701030;45
0818701031;62
0818701032;70
0818701033;149
0818701034;107
0818702001;85
0818702002;83
0818702003;178
0818702004;151
0818702005;137
0818702006;168
0818702007;145
0818702008;69
0818702009;97
0818702010;73
0818702011;130
0818702012;338
0818702013;256
0818702014;333
0818702015;240
0818702016;115
0818702017;68
0818703001;291
0818703002;266
0818703003;308
0818703004;320
0818703005;200
0818703006;290
0818703007;129
0818703008;279
0818703009;177
0818703010;183
0818703011;274
0818703012;258
0818703013;229
0818703014;362
0818703015;316
0818703016;248
0818703017;183
0818703018;281
0818703019;220
0818703020;327
0818703021;322
0818703022;182
0818703023;162
0818703024;271
0818703025;297
0818703026;290
0818703027;161
0818704001;413
0818704002;199
0818704003;179
0818704004;309
0818704005;251
0818704006;246
0818704007;193
0818704008;190
0818704009;172
0818704010;282
0818704011;228
0818704012;260
0818704013;344
0818704014;325
0818704015;180
0818704016;335
0818704017;381
0818704018;140
0818704019;271
0818704020;522
0818704021;288
0818704022;224
0818705001;182
0818705002;129
0818705003;87
0818705004;65
0818705005;204
0818705006;104
0818705007;158
0818705008;94
0818705009;202
0818705010;115
0818705011;171
0818705012;163
0818705013;379
0818705014;173
0818705015;108
0818706001;117
0818706002;122
0818706003;122
0818706004;197
0818706005;189
0818706006;215
0818706007;155
0818706008;258
0818706009;350
0818706010;124
0818706011;124
0818706012;175
0818706013;135
0818706014;90
0818706015;279
0818706016;289
0818706017;292
0818706018;175
0818706019;150
0818706020;139
0818706021;221
0818706022;338
0818706023;271
0818706024;181
0818707001;172
0818707002;261
0818707003;354
0818707004;174
0818707005;178
0818707006;157
0819301001;153
0819401001;170
0819401002;163
0819401003;256
0819401004;221
0819401005;227
0819401006;143
0819402001;211
0819402002;228
0819402003;307
0819402004;450
0819403001;58
0819404001;65
0819405001;271
0819405002;226
0819405003;153
0819405004;187
0819406001;54
0819406002;167
0819406003;60
0819406004;196
0819406005;171
0819406006;190
0819406007;141
0819601001;894
0819601002;867
0819601003;579
0819601004;273
0819601005;574
0819601006;620
0819601007;326
0819601008;488
0819701001;159
0819701002;132
0819701003;180
0819702001;165
0819801001;303
0819801002;212
0820001001;137
0820001002;236
0820001003;199
0820001004;250
0820001005;186
0820001006;144
0820001007;185
0820002001;460
0820002002;323
0820002003;301
0820002004;258
0820002005;217
0820002006;293
0820002007;197
0820002008;235
0820002009;298
0820002010;308
0820002011;293
0820002012;403
0820002013;179
0820002014;330
0820002015;309
0820002016;184
0820002017;259
0820002018;220
0820002019;139
0820003001;192
0820003002;291
0820003003;283
0820003004;106
0820003005;264
0820003006;172
0820003007;334
0820003008;97
0820003009;172
0820004001;405
0820004002;325
0820004003;231
0820004004;198
0820004005;277
0820004006;415
0820004007;298
0820004008;313
0820004009;258
0820005001;254
0820005002;219
0820005003;113
0820005004;110
0820006001;461
0820006002;324
0820006003;200
0820201001;289
0820201002;195
0820201003;369
0820201004;158
0820201005;340
0820201006;301
0820201007;159
0820202001;167
0820301001;256
0820401001;485
0820501001;132
0820501002;86
0820501003;131
0820501004;88
0820501005;253
0820501006;331
0820501007;222
0820501008;223
0820501009;48
0820501010;128
0820501011;179
0820501012;66
0820502001;69
0820502002;103
0820502003;66
0820502004;65
0820502005;98
0820502006;41
0820502007;70
0820502008;158
0820503001;66
0820503002;73
0820503003;59
0820503004;96
0820504001;64
0820504002;91
0820504003;95
0820505001;171
0820505002;198
0820506001;97
0820601001;127
0820701001;182
0820801001;398
0820801002;466
0820901001;279
0820901002;203
0820901003;302
0820901004;243
0821001001;151
0821001002;163
0821002001;235
0821002002;140
0821101001;155
0821101002;101
0821101003;171
0821101004;299
0821102001;128
0821102002;93
0821102003;280
0821102004;126
0821102005;135
0821102006;307
0821102007;338
0821102008;388
0821103001;278
0821103002;219
0821103003;196
0821103004;216
0821103005;239
0821104001;179
0821104002;214
0821104003;234
0821104004;311
0821104005;89
0821105001;240
0821105002;249
0821106001;395
0821106002;203
0821106003;393
0821107001;293
0821107002;178
0821401001;79
0821401002;127
0821401003;174
0821401004;130
0821402001;208
0821402002;172
0821701001;110
0821701002;188
0821701003;199
0821701004;260
0821701005;246
0821701006;183
0821701007;190
0821701008;200
0821701009;117
0821701010;90
0821702002;260
0821702003;102
0821702004;243
0821703001;233
0821703002;251
0821703003;196
0821703004;274
0821703005;222
0821704001;129
0821705001;368
0821901001;56
0821901002;123
0821901003;132
0821901004;110
0821901005;112
0821901006;101
0821902001;92
0821902002;73
0821902003;80
0821902004;65
0821902005;82
0821903001;94
0821903002;102
0821903003;118
0821903004;134
0822101001;131
0822101002;109
0822101003;111
0822101004;175
0822101005;230
0822101006;123
0822101007;82
0822101008;111
0822201001;258
0822301001;312
0822701001;269
0822701002;77
0823001001;114
0823001002;210
0823001003;251
0823001004;143
0823001005;161
0823001006;99
0823101001;207
0823101002;153
0823101003;325
0823101004;377
0823101005;543
0823101006;312
0823101007;320
0823101008;242
0823101009;245
0823101010;438
0823101011;228
0823201001;426
0823401001;392
0823501001;186
0823501002;156
0823601001;283
0823801001;129
0823801002;131
0823801003;217
0823801004;210
0823801005;241
0823801006;351
0823801007;82
0823901001;47
0824001001;203
0824001002;400
0824001003;224
0824001004;321
0824002001;158
0824002002;324
0824002003;225
0824401001;266
0824401002;78
0824401003;316
0824401004;148
0824501001;104
0824501002;92
0824501003;195
0824501004;112
0824501005;128
0824501006;157
0824501007;116
0824501008;104
0824501009;186
0824501010;226
0824501011;155
0824501012;129
0824501013;267
0824501014;128
0824501015;74
0824501016;128
0824501017;286
0824501018;206
0824501019;261
0824502001;173
0824502002;248
0824502003;297
0824502004;212
0824502005;175
0824502006;250
0824502007;373
0824502008;327
0824502009;260
0824502010;155
0824502011;262
0824503001;140
0824503002;118
0824503003;151
0824503004;212
0824503005;196
0824503006;228
0824503007;385
0824503008;167
0824503009;178
0824503010;98
0824503011;135
0824503012;299
0824503013;295
0824503014;208
0824503015;163
0824503016;165
0824503017;103
0824504001;149
0824504002;149
0824504003;238
0824504004;292
0824504005;164
0824504006;190
0824504007;214
0824504008;258
0824504009;257
0824504010;184
0824504011;163
0824504012;164
0824504013;305
0824504014;314
0824504015;274
0824504016;154
0824505001;133
0824505002;256
0824505003;168
0824505004;135
0824505005;197
0824505006;172
0824505007;203
0824505008;167
0824505009;228
0824505010;135
0824505011;311
0824505012;170
0824505013;222
0824505014;287
0824505015;194
0824505016;157
0824505017;138
0824505018;180
0824505019;122
0824506001;125
0824506002;160
0824506003;227
0824506004;164
0824506005;153
0824506006;130
0824506007;100
0824506008;205
0824506009;112
0824506010;128
0824506011;184
0824506012;141
0824506013;123
0824506014;244
0824506015;118
